Bisakah kamu menerbangkan pesawat?	Dapokkah niku nehabangko pesawat?
Bisakah kau memperbaikinya?	Dapokkah niku nyanikini?
Dapatkah kau membaca kanji ini?	Dapokkah niku ngebaca kanji sinji?
Bisakah kau menggunakan bahasa Inggris?	Dapokkah niku ngegunako bahasa Inggeghis?
Tolong tutup matamu.	Tulung kebok matamu.
Kecoak adalah serangga.	Ipos iyulah seghangga.
Bolehkah aku meminjam mobilmu?	Dapokkah nyak ngeinjam mubilmu?
Apa Tom tahu apa yang harus ia lakukan?	Api Tom pandai api sai haghus ia lakuko?
Adakah seseorang yang melihatmu?	Watkah seseulun sai ngeliyakmu?
Apa kau datang kemari sendirian?	Api niku ghatong mitdija tenggalanan?
Apakah harapanmu terkabul?	Apikah haghopanmu tekabul?
Kamu tidak melihat apa-apa?	Niku mak ngeliyak api-api?
Apakah aku terlihat seperti seorang idiot?	Apikah niku keliyakan gegoh seulun idiot?
Apakah mereka punya komputer?	Apikah tiyan wat komputegh?
Apa kau mau makan?	Api niku haga mengan?
Apa kau serius mengatakannya?	Api niku seghiyus nyawakoni?
Apa kau masih membaca buku-buku?	Api niku pagun ngebaca buku-buku?
Ingin minum kopi?	Haga inum kupi?
Apa kamu mau pinjam punyaku?	Api niku haga injam jakku?
Apakah Tom tinggal di dekat sini?	Apikah Tom tepik di andos ija?
Jangan pergi keluar setelah hari menjadi gelap.	Dang lapah keluwab seghadu ghani jadi manom.
Jangan lihat isi lemari saya.	Dang liyak isi lemaghi sikinduwa.
Jangan mempermainkanku.	Dang ngepeghmayinkoku.
Jangan bermain di kamar ini.	Dang bemayin di kamagh sinji.
Jangan membaca di kamar ini.	Dang ngebaca di kamagh sinji.
Semua orang pernah melakukan kesalahan.	Segala ulun peghnak ngelakuko kekelighuan.
Semuanya sudah diatur.	Segalani ghadu diatugh.
Semuanya sangat murah.	Segalani mughah temon.
Semuanya sangat murah.	Segalani mughah temon.
Carikan aku selimut lagi.	Sepokko nyak piyu lagi.   
Tolong antarkan kami sampai ke pusat kota.	Tulunga antakko sikam tigoh mit pusogh kutak. 
Selamat pagi, semuanya.	Selamat pagi, segalani. 
Kau pernah pergi ke London?	Niku peghnak lapah mit London? 
Kau pernah ke London?	Niku peghnak mit London?
Apa kau sudah gila?	Api niku ghadu lawang?
Apakah kau pernah bertemu dengannya sebelumnya?	Apikah niku peghnak tehalu ghikni sekungni?
Kamu melihat sesuatu?	Niku ngeliyak sesuwatu?
Dia meminta lebih banyak uang.	Ia ngekilu lebih nayah duwit.
Dia kembali dari Cina.	Ia muloh jak Cina.
Dia sangat mudah marah.	Ia mudah temon butong. 
Dia sudah pernah ke Hokkaido.	Ia ghadu peghnak mit Hokkaido.
Dia berangkat sepuluh menit yang lalu.	Ia beghangkat puluh menit sai ghadu.
Dia adikku.	Ia adikku.
Dia adik laki-lakiku.	Ia adik ghagahku.
Ini alamat e-mailku.	Sinji alamat e-mailku. 
Ayo! Kita mulai makan.	Haya! Gham mulai mengan. 
Mobilnya menabrak pohon.	Mubilni ngeneghajang batang.
Anak perempuannya adalah seorang perawat.	Sanak baini iyulah seulun peghawat.
Anak perempuannya seorang perawat.	Sanak baini seulun peghawat. 
Mau istirahat?	Haga beghadu?
Bagaimana caranya agar aku bisa mengetahuinya secara pasti?	Gohpa caghani tagan nyak dapok ngepandaini secagha pasti?
Bagaimana efeknya untukmu?	Gohpa epekni guwaimu? 
Bagaimana kamu bisa terluka?	Gohpa niku dapok tekatan?
Bagaimana kamu melakukannya, Tom?	Gohpa niku ngelakukoni, Tom?
Berapa lama kuda hidup?	Pigha lama kuda hughik?
Bagaimana kehidupan di Australia?	Gohpa kehugikan di Australia? 
Kuakui aku terkejut.	Kuangkon nyak tekejut.
Aku selalu berjalan ke sekolah.	Nyak teghus-teghusan belapah mit sekula.
Aku sudah muak denganmu.	Nyak ghadu nyuwoh jamamu.
Aku tidak bisa menemukan kacamataku.	Nyak mak dapok nemuko kacamataku.
Aku tidak bisa berhenti merokok.	Nyak mak dapok beghadu ngudut.
Saya juga tidak ingat.	Sikinduwa juga mak ingok.
Aku tidak bisa membujuk Tom.	Nyak mak dapok ngebujok Tom.
Aku tidak bisa tidur.	Nyak mak dapok tughui.
Saya tidak menyentuh apa pun.	Sikinduwa mak nyubil api pun.
Aku tidak tahu harus berbuat apa.	Nyak mak pandai haghus beguwai api.
Aku tidak suka langit.	Nyak mak demon langik.
Aku juga tidak menyukainya.	Nyak juga mak nyukaini.
Aku tidak suka musik rok.	Nyak mak demon tabuh rok.
Aku tidak suka film ini.	Nyak mak demon pilem sinji.
Aku tidak suka tempat ini.	Nyak mak demon ghang sinji.
Aku tidak butuh itu lagi.	Nyak mak peghlu heno lagi.
Aku tidak membutuhkan itu lagi.	Nyak mak ngepeghluko heno lagi. 
Kupikir Tom tidak peduli.	Kupikegh Tom mak liweh peduli.
Kupikir Tom tidak peduli.	Kupikegh Tom mak liweh peduli.
Aku sudah tidak menginginkannya.	Nyak ghadu mak ngeghintokni.
Aku masih belum mau mati.	Nyak pagun kung haga mati.
Aku tidak mau melihat kalian.	Nyak mak haga ngeliyak kuti.
Aku tidak bekerja untuk siapapun.	Nyak mak bekeghja guwai sapapun.
Aku pergi ke sekolah pada pukul tujuh.	Nyak lapah mit sekula pada jam pitu.
Aku mendapat nilai F di pelajaran kimia.	Nyak ngedapok nilai F di pelajaghan kimia.
Aku rasa itu mungkin.	Nyak ghasa heno halok.
Tidak ada seorang pun yang bisa ku temui.	Makdok seulun pun sai dapok ku tehalui.
Saya harus menjaga rahasia saya.	Sikinduwa haghus ngejaga ghahasiya sikinduwa.
Aku tidak membawa uang.	Nyak mak ngusung duwit.
Ada banyak hal yang harus aku pelajari.	Wat nayah hal sai haghus nyak pelajaghi.
Aku harus tahu dengan pasti.	Nyak haghus pandai ghik pasti.
Aku harus minum obat.	Nyak haghus inum ubat.
Aku belum makan siang.	Nyak kung mengan deghani.
Aku belum lihat apa pun.	Nyak kung liyak api pun.
Aku mendengar seseorang bersiul.	Nyak ngedengis seseulun besiwol.
Aku membantu mereka kemarin.	Nyak nulung tiyan nambi.
Aku harap hujannya berhenti.	Nyak haghop teghaini beghadu.
Aku harap aku bisa melakukannya.	Nyak haghop nyak dapok ngelakukoni.
Kami ingin mendengarnya dari Anda.	Sikam haga ngedengisni jak puskam.
Aku baru saja memotong kukuku.	Nyak ampai sa ngenetok kukuku.
Aku hanya ingin bersenang-senang.	Nyak cuma haga behunjak-hunjak.
Saya tahu bahwa saya mempunyai masalah.	Sikinduwa pandai bahwa nyak ngedok hagha.
Aku tau aku akan meninggal.	Nyak pandai nyak haga mati.
Aku tahu Tom tidak salah.	Nyak pandai Tom mak kelighu.
Aku tahu aku salah.	Nyak pandai nyak kelighu.
Aku tahu bahwa aku salah.	Nyak pandai bahwa nyak kelighu.
Aku tahu apa yang sedang aku rasakan.	Nyak pandai api sai sedang nyak ghasako.
Aku tahu kenapa Tom mengundurkan diri.	Nyak pandai ngapi Tom ngemundoghko dighi.
Aku sangat menyukai pekerjaanku.	Nyak nyukai temon pekeghjaanku.
Saya suka mengobrol dengan Tom.	Sikinduwa demon ngebebalah jamaTom.
Aku tinggal di sebuah rumah kecil.	Nyak tepik di sebuwah lamban lunik.
Aku bertahun-tahun tinggal di sana.	Nyak beghtahun-tahun tepik di sudi.
Aku senang bertengkar dengan Tom.	Nyak demon busilisih jama Tom.
Aku bertemu dengannya di jalan.	Nyak tehalu ghikni di ghanglaya. 
Saya bertemu istri saya di Boston.	Sikinduwa tehalu kajong sikinduwa di Boston.
Aku harus pergi ke toilet.	Nyak haghus lapah mit toilet.
Saya harus pergi ke toilet.	Sikinduwa haghus lapah mit toilet. 
Aku butuh informasi lagi.	Nyak peghlu inpoghmasi lagi.
Aku membutuhkan sedikit saran.	Nyak ngepeghluko cutik saghan.
Aku butuh beberapa informasi.	Nyak peghlu pupigha inpoghmasi.
Aku perlu tahu secara pasti.	Nyak peghlu pandai secagha pasti.
Aku sering bermimpi buruk.	Nyak ghisok beimpi bughak.
Aku sering bermimpi buruk.	Nyak ghisok beimpi bughak.
Aku melewati empat rumah.	Nyak ngeliwati pak lamban.
Saya sering bermain voli.	Sikinduwa ghisok bemayin poli.
Saya jarang membaca majalah.	Sikinduwa jaghang ngebaca majalah.
Aku sangat membutuhkan bantuanmu.	Nyak ngepeghluko temon tulunganmu.
Aku ingat itu dengan sangat jelas.	Nyak ingok heno ghik jelas temon.
Aku mengatakan itu setiap saat.	Nyak nyawako heno unggal waktu.
Aku harus membaca buku itu.	Nyak haghus ngebaca buku heno.
Aku tidur selama delapan jam.	Nyak tughui semuni walu jam. 
Aku masih ingin di sini.	Nyak pagun haga dija.
Kamu sepertinya lapar.	Niku gegohni betoh.
Saya pikir Tom adalah seorang agnostik.	Sikinduwa pikegh Tom itulah seulun agnostik.
Saya pikir Tom mudah disukai.	Sikinduwa pikegh Tom mudah didemoni.
Aku pikir Tom adalah orang yang bijaksana.	Nyak pikegh Tom iyulah ulun sai bijaksana.
Aku pikir Tom harus tetap tinggal.	Nyak pikegh Tom haghus tetop tepik.
Aku pikir semuanya baik-baik saja.	Nyak pikegh segalani helau-helau gawoh.
Aku pikir semua berjalan lancar.	Nyak pikegh segala belapah lancagh.
Saya telah mencoba melakukan hal tersebut.	Sikinduwa ghadu nyuba ngelakuko hal teghsebut.
Biasanya saya bangun pada pukul enam.	Biasani sikinduwa injak pada jam nom.
Saya ingin dia ada di kantorku.	Sikinduwa haga ia wat di kantoghku.
Aku ingin lebih banyak informasi.	Nyak haga lebih nayah inpoghmasi.
Saya ingin menjadi aktris.	Sikinduwa haga jadi akteghis.
Aku ingin membeli sepatu ski.	Nyak haga ngebeli sepatu ski.
Saya ingin melakukan segalanya.	Sikinduwa haga ngelakuko segalani.
Aku ingin pergi ke sebuah hotel.	Nyak haga lapah mit sebuwah hotel.
Aku ingin kamu berpenampilan seperti dia.	Nyak haga niku beghpenampilan gegoh ia.
Aku ingin melihatmu tersenyum.	Nyak haga ngeliyakmu tesenyum.
Aku ingin menyanyikan lagu itu.	Nyak haga ngebepatunko lagu heno.
Aku terjebak kemacetan.	Nyak tejebak kemacitan.
Saya sudah hampir mau makan.	Sikinduwa ghadu hampegh haga mengan.
Saya mencintaimu selamanya.	Sikinduwa nyintaimu semunini.
Aku tidak akan membiarkanmu lewat.	Nyak mak bakal ngetagankomu liwat.
Saya harap saya belum menikah	Sikinduwa haghop sikinduwa kung nikah.
Aku akan baik-baik saja besok.	Nyak bakal helau-helau gawoh jemoh.
Aku akan pergi ke tempatmu.	Nyak haga lapah mit ghangmu.
Aku akan menjelaskan ini nanti.	Nyak haga ngejelasko sinji nanti.
Aku akan memberikanmu sesuatu.	Nyak haga ngejukkomu sesuwatu.
Aku akan meminjamkanmu buku ini.	Nyak haga nginjamkomu buku heno.
Saya akan menulis sebuah surat untuk Tom.	Sikinduwa haga nulis sebuwah sughat guwai Tom.
Saya akan mengirim Tom sebuah surat.	Sikinduwa bakal ngighim Tom sebuwah sughat
Aku kecewa padamu.	Nyak teghaddos padamu.
Saya senang Tom menyukainya.	Sikinduwa demon Tom nyukaini. 
Saya senang Anda menikmatinya.	Sikinduwa demon puskam ngenikmatini.
Saya tidak mengenakan pakaian.	Sikinduwa mak ngenako pakaian.
Senang bertemu denganmu.	Demon tehalu jamamu.
Aku sangat senang kau kembali.	Nyak demon temon niku muloh.
Maaf aku sudah terlambat cukup lama.	Maap nyak ghadu tehalun cukup muni.
Aku masih bosnya di sini.	Nyak pagun bosni dija.
Aku yakin maksudmu baik.	Nyak yakin maksudmu helau.
Aku mencoba tidak tertawa.	Nyak nyuba mak ngakkak.
Aku berusaha menahan tawa.	Nyak besepok nahan lalang.
Saya sedang menunggu bis.	Sikinduwa sedang nunggu bis.
Aku tidak melakukan kesalahan apapun.	Nyak mak ngelakuko kekelighuan apipun.
Saya belum pernah melihat laut.	Sikinduwa kung peghnak ngeliyak lawok.
Aku sudah mencobanya.	Nyak ghadu nyubani.
Apakah bahasa Prancis susah dipelajari?	Apikah bahasa Peghancis susah dipelajaghi?
Apa semuanya baik-baik saja?	Api segalani helau-helau gawoh?
Apakah kamera ini dijual?	Apikah kudak sinji dijuwal?
Apa air ini bisa diminum?	Api wai sinji dapok diinum?
Apakah pekerjaanmu menarik?	Apikah pekeghjaanmu menaghik?
Itu tidak berarti apa-apa.	Heno mak beghetti api-api.
Hujan sepanjang hari.	Teghai sekejung ghani.
Kelihatannya kamu benar.	Keliyakanni niku benogh.
Itu kesalahan yang bodoh.	Heno kekelighuan sai gunjogh.
Ini salah paham.	Heno salah pahhom.
Itu sepenuhnya terserah padamu.	Heno sepenuhni .
Sebentar lagi hujan akan turun.	Seghebok lagi teghai bakal tughun.
Ini bukan yang pertama kali.	Sinji ayin sai peghtama kali.
Aneh, kan?	Nyele, kan?
Sayang, benar.	Sayang, benogh.
Sayangnya itu benar.	Sayangni heno benogh.
Di sini sangat berisik.	Di ja ghibut temon.
Awasilah tas-tas itu.	Awasilah tas-tas heno.
Akan kubawakan sebotol minuman untukmu.	Bakal kuusungko segudu inuman guwaimu.
Dengarkanlah orang yang sedang berbicara.	Dengiskolah ulun sai sedang becawa.
Senja yang indah, ya?	Dibi sai helau, ya?
Mary bisa Bahasa Jepang.	Mary dapok Bahasa Jepang.
Mary adalah sekretaris Tom.	Mary iyulah sekghetaghis Tom.
Bolehkah aku meminjam pisaumu?	Kasikah nyak injam ladingmu?
Boleh aku pinjam radiomu?	Kasi nyak injam ghadiyomu?
Boleh kugantungkan jasmu?	Kasi kugantungko jasmu?
Boleh saya lihat daftar minuman anggurnya?	Kaai sikinduwa liyak daftagh inuman anggughni?
Boleh saya melihat paspor Anda?	Kasi sikinduwa ngeliyak paspgh puskam?
Bolehkah aku mengambil gambarmu?	Kasikah nyak ngakuk gambaghmu?
Bolehkah Saya menggunakan mobilmu, yah?	Kasikah sikinduwa makai mubilmu, yah?
Saudaraku adalah seorang guru.	Puwaghiku iyulah seulun gughu.
Adik saya badannya sangat tinggi.	Adik sikinduwa badanni ghanggal nihan.
Kakak saya badannya sangat tinggi.	Puwaghi sikinduwa badanni ghanggal nihan.
Kameraku tahan air.	Kudakku tahan wai.
Ayahku bangun pagi.	Ayahku minjak pagi.
Badanku selalu dalam keadaan sehat.	Badanku selalu ghellom keadaan sihat.
Rumah saya berada di tepi danau.	Lamban sikinduwa ngedok di tepi danau.
Rumahku berada di tepi danau.	Lambanku ngedok di tepi danau.
Istriku seorang vegetarian.	Kajongku seulun vegetarian.
Jangan pernah menggali lurus ke bawah.	Dang peghnak ngegali lughus mit bah.
Tidak ada yang datang ke pestaku.	Mak wat sai ghatong mit pestaku.
Tidak perlu dijahit.	Mak peghlu dijahit.
Tidak, terima kasih. Saya sudah kenyang.	Mawat, teghima kasih. Sikinduwa ghadu betong
Tidak ada yang datang menolongnya.	Mak wat sai ghatong nulungni.
Sekarang berikan aku apa yang aku mau.	Ganta jukko nyak api sai nyak haga.
Kertas terbuat dari kayu.	Keghtas teguwai anjak kayu.
Pion hanya bisa bergerak maju.	Pion cuma dapok begeghak maju.
Tolong jawab dalam bahasa Prancis.	Tulung jawab ghellom bahasa Pghancis.
Tolong panggilkan dokter.	Tulung ughauko doktegh.
Tolong telepon aku besok.	Tulung telepon nyak jemoh.
Tolong tutup jendelanya.	Tulung tutup jendilani.
Silakan duduk di sini.	Silakan mejong dija.
Tolong pinjamkan aku mobilmu.	Tulung injamko nuak mubilmu.
Tolong sampaikan salamku kepadanya.	Tulung sampaiko salamku hagukni.
Tolong tunjukkan saya bekas lukanya.	Tulung culukko sikinduwa kas katanni.
Tolong rangkum ide Anda.	Tulung ghangkum ide puskam.
Rangkumlah idemu.	Ghangkum pai idemu.
Tolong tulis dengan pulpen.	Tulung tulis jama pulpen.
Tolong tekan tombolnya.	Tulung tekan tumbulni.
Kalajengking itu berbahaya.	Kalijengking heno bebahaya.
Ikan hiu memiliki gigi yang tajam.	Iwa hiyu ngedok ipon sai tajom.
Ikan hiu bergigi tajam.	Iwa hiyu beipon tajom.
Dia tidak suka sepak bola.	Ia mak demon sipak bal.
Dia orang yang egois.	Ia jelma sai egois.
Dia sedang merajut syal.	Ia lagi nyighok syal.
Dia sangat pintar.	Ia pintogh nihan.
Dia baru saja menelepon.	Ia ampai gawoh nelpon.
Dia merawat anjing saya.	Ia ngughus asu sikinduwa.
Dia lahir di Amerika.	Ia lahegh di Amerika.
Dia bukan pacarku.	Ia layon kehagaku.
Dia tidak muda ya.	Ia mak muda ya.
Tunjukkan padaku apa yang kamu beli.	Culukko padaku api sai niku beli.
Jadi, apa yang Anda sarankan?	Jadi, api sai puskam saghanko?
Maaf, aku membuat sebuah kesalahan.	Maap, nyak ngeguwai sebuwah kesalahan.
Menjauhlah dari pintu.	Menjawoh pai anjak ghangok.
Beritahu aku tentang rencanamu.	Juk pandai nyak tettang ghencanamu.
Beri tahu mereka aku tidak minum alkohol.	Juk pandai tiyan nyak mak inum alkohol.
Terima kasih sudah menjadi sukarelawan.	Teghima kasih ghadu ngejadi sukaghilawan.
Anjing itu sangat jelek.	Asu heno bughak temon.
Pernyataan itu salah.	Peghnyataan heno salah.
Itulah jawaban yang benar.	Henolah jawaban sai benogh.
Itulah yang aku katakan pada mereka.	Henolah sai nyak katako pada tiyan.
Itulah yang sedang saya lakukan tadi.	Henolah sai lagi sikinduwa guwaiko jenno.
Televisi menyala sepanjang malam.	Telepisi ngegas sai baya setijang debingi.
Penulisnya adalah temanku.	Penulisni iyulah kancaku.
Burung itu ada di sarangnya.	Putik heno wat di salaini.
Bisnya belum datang.	Bisni kung ghatong.
Cangkir itu ada di atas meja.	Cakkigh heno wat di lambung meja.
Laci mejanya terbuka.	Laci mijani tebukak.
Peluangnya adalah dua dibanding satu.	Peluangni iyulah wa dibanding sai.
Pepatah itu terdengar familiar.	Pepatoh heno tedengis familiar.
Nasinya masih hangat.	Kanni pagun handop.
Langitnya semakin gelap.	Langikni makin manom.
Ularnya berganti kulit.	Ulaini ganti bawak.
Badai salju itu berlanjut.	Badai salju heno belanjut.
Keretanya baru saja berangkat.	Keghitani ampai gawoh beghangkat.
Dunia telah banyak berubah.	Dunia ghadu lamon beghubah.
Ada garpu yang hilang.	Wat gaghpu sai hilang.
Airnya banyak.	Waini nayah.
Bunga-bunga ini sudah mati.	Bunga-bunga sinji ghadu mati.
Mereka berkata bahwa mereka bahagia.	Tiyan becawa bahwa tiyan bahagia.
Dulu mereka suka bercanda.	Saka tiyan demon bugughau.
Mereka semua menonton TV.	Tiyan unyin nuttun TV.
Akun ini benar.	Akun sinji benogh.
Mobil ini milik ayahku.	Mubil sinji kedau ayahku.
Ini adalah film untuk laki-laki.	Sinji iyulah pilem guwai ghaghah.
Ini adalah angka keberuntunganku.	Sinji iyulah akka kebeuntunganku.
Kalimat ini tidak jelas.	Kalimat sinji mak jelas.
Kedengarannya seperti jebakan.	Kedengisanni semacom jebakan.
Hari ini ulang tahun Tom.	Ghani sinji uloh tahun Tom.
Tom hampir kehilangan matanya.	Tom hampegh kelebonan matani.
Tom dan Mary sedang tidur.	Tom ghik Mary lagi tughui.
Tom mulai menangis dengan keras.	Tom mulai menangis dengan keghas.
Tom mulai mengerti.	Tom mulai ngereti.
Tom membeli selusin telur.	Tom ngebeli selusin tahlui.
Tom memanggil pengacaranya.	Tom ngughau pengacaghani.
Tom tidak bisa lari dengan sangat cepat.	Tom mak dapok cengkelang dengan cepot nihan.
Tom tentunya kurus.	Tom tettuni ghayang.
Tom terluka ketika sedang bercukur.	Tom tekatan waktu lagi becukugh.
Tom tidak terlihat begitu sibuk.	Tom mak keliyakan goh ghena sibuk.
Tom tidak mencoba untuk membantah.	Tom mak nyuba guwai ngebantah.
Tom tidak suka Boston.	Tom mak demon Boston.
Tom tidak suka keju.	Tom mak demon keju.
Tom memanen kentang-kentangnya.	Tom ngemanen kentang-kentangni.
Tom jatuh ke dalam air.	Tom gogogh ghellom wai.
Tom lupa payungnya.	Tom lupa payungni.
Tom harus melakukan beberapa perkerjaan.	Tom haghus ngelakuko pupigha pekeghjaan.
Tom punya gaji yang lumayan.	Tom ngedok gaji sai lumayan.
Tom punya permasalahan lain.	Tom ngedok pemasalahan baghih.
Tom selalu baik kepadaku.	Tom selalu betik hagukku.
Tom selalu baik kepada kami.	Tom selalu betik haguk gham.
Tom memiliki niat yang baik.	Tom ngedok niyat sai helau.
Tom memiliki rambut yang sangat pendek.	Tom ngedok buwok sai buntak nihan.
Tom bersembunyi di bawah meja.	Tom bejamuk di bah mija.
Tom adalah seorang kawanku.	Tom iyulah jelma kancaku.
Tom adalah seorang temanku.	Tom iyulah jelma kancaku .
Tom merasakan sakit yang tidak ada henti-hentinya.	Tom ngeghasako sakik sai mak wat ghadu-ghaduni.
Tom adalah mertuaku.	Tom iyulah metuhaku.
Tom tidak takut lagi.	Tom mak ghabai lagi.
Tom tidak ketakutan lagi.	Tom mak keghabaian lagi
Tom tidak bisa berenang.	Tom mak dapok langui.
Tom lebih kaya daripada Mary.	Tom lebih kaya jak Mary.
Tom adalah satu-satunya tersangka.	Tom iyulah sai-saini tersangka.
Tom berusia tiga bulan.	Tom beumogh tiga bulan.
Tom sedang merapikan kamarnya.	Tom lagi ngeghapiko kamaghni.
Tom sangat berpengalaman.	Tom bepengalaman nihan.
Tom bukan jutawan	Tom layon jutawan.
Tom tidak terlalu berotot.	Tom mak beuyak nihan.
Tom melompat turun dari atap.	Tom meluppat tughun jak hatok.
Tom hanya ingin membantu.	Tom cuma haga ngebantu.
Tom suka bereksperimen.	Tom demon beeksperimen.
Tom suka ayam goreng.	Tom demon manuk gughing.
Tom suka makan keju.	Tom demon mengan keju.
Tom tinggal bersama bibinya.	Tom tinggal bersama minanni.
Tom memesan jus apel.	Tom ngemesan jus apal.
Tom menambahkan susu ke dalam tehnya.	Tom nambahko susu ghellom tehni.
Tom memakai jas hujan.	Tom makai jas teghai.
Tom bertengkar dengan Mary.	Tom bubattah jama Mary.
Tom berlari sepanjang jalan.	Tom becengkelang sepajang lapah.
Tom berkata dia bukan ahlinya.	Tom becawa ia layon ahlini.
Tom bilang dia buta nada.	Tom cawa ia muta nada.
Tom mengatakan hal yang sama.	Ia nyawako hal sai gegoh.
Tom berkata ini tidak masuk akal.	Tom becawa sinji mak kughuk hakal.
Tom berkata ini normal.	Tom becawa sinji nughmal.
Tom terlihat tidak tertarik.	Tom keliyakan mawat tetaghik.
Tom menandatangani dokumennya.	Tom neken dokumenni 
Tom tidur sepanjang waktu.	Tom tughui sepajang waktu.
Tom masih ada waktu.	Tom pagun wat waktu.
Tom masih menyukai pekerjaannya.	Tom pagun ngedemoni pekeghjaanni.
Tom masih betah disini.	Tom pagun bangik doja.
Tom berbicara dengan sangat cepat.	Tom becawa dengan cepot nihan.
Tom juga berpikiran sama.	Tom ghadu bepikeghan seghupa.
Tom berpikir kalau kau berbohong.	Tom bepikegh lamun niku bebuhung
Tom dulunya sangat pemalu.	Tom ampaini peliyom nihan.
Tom ingin terkenal.	Tom haga terkenal.
Tom ingin menjadi seorang pilot.	Tom haga ngejadi jelma pilot.
Tom lahir di dalam pesawat.	Tom lahegh ghellom pesawat.
Tom terlambat untuk makan malam.	Tom telat guwai mengan bingi.
Tom syok karena ini.	Tom syok ulih sinji.
Tom tertembak dan terbunuh.	Tom tetimbak ghik tebunuh.
Tom ditembak dan dibunuh.	Tom ditimbak ghik dibunuh.
Tom ditembak dan terbunuh.	Tom ditimbak ghik tebunuh.
Tom sangat ketakutan.	Tom keghabaian nihan.
Tom tidak sedang mengantuk.	Tom mak lagi ngekedugok.
Tom bukan anak pemalas.	Tom layon anak pemalas.
Tom tidak akan punya pilihan.	Tom mak bakal wat pilehan.
Tom akan berhenti hari senin.	Tom bakal beghadu ghani senin.
Tom tidak akan mengenalimu.	Tom mak bakal ngenalimu.
Tom mengenakan jaket putih.	Tom makai jiket handak.
Tom bekerja sepanjang hidupnya.	Tom bekeghja sepajang hughikni.
Kucing Tom mencakarnya.	Kucing Tom nyakaghni.
Pipi Tom memerah.	Bihom Tom jadi suluh.
Cobalah untuk tidak menangis.	Cubalah guwai mak miwang.
Kecilkan apinya.	Lunikko apuini.
Kami sedang rapat.	Sikam lagi ghapot.
Kita tidak mengambil hikmah sama sekali.	Gham mak ngakuk hikmah sama sekali.
Kami tidak mengambil hikmah sama sekali.	Sikam mak ngakuk hikmah sama sekali.
Kita tidak perlu tergesa-gesa.	Sikam mak peghlu begeluk-geluk.
Kami merasakan rumahnya berguncang.	Sikam ngeghasako lambanni beguncang.
Kita mempunyai tiga lagi.	Gham ngedok telu lagi.
Kami sudah cukup menderita.	Sikam ghadu cukup ngedeghita.
Kita harus melakukan sesuatu.	Gham haghus ngelakuko sesuwatu.
Kita harus tetap bekerja.	Gham haghus tetop bekeghja.
Kita harus terus bekerja.	Gham haghus teghus bekeghja.
Kita harus tetap sehat.	Gham haghus tetop sihat 
Kami harap Anda bisa membantu kami.	Sikam haghop puskam dapok ngebantu sikam.
Kami harap kamu bisa menolong kami.	Sikam haghop niku dapok nulung sikam.
Kita mungkin bisa menemukan sesuatu.	Gham halok dapok pahalu sesuwatu.
Kami membutuhkan semen dan pasir.	Sikam ngebutuhko semen ghik pasegh.
Kita perlu membeli TV yang baru.	Gham peghlu ngebeli TV sai ampai.
Kita perlu melakukan sesuatu.	Gham peghlu ngelakuko sesuwatu.
Kami tidak pernah bekerja di hari Minggu.	Sikam mak peghnak bekeghja di ghani minggu.
Kita harus menunggu datangnya bantuan.	Gham haghus nunggu ghatongni bantuwan.
Kami menyelesaikan kedua permasalahan itu.	Sikam ngebeghesko kewa pemasalahan heno.
Kita menyia-nyiakan minyak.	Gham nyia-nyiako minyak.
Kami menggunakan kaki kami untuk berjalan.	Sikam ngegunako cukut sikam guwai belapah.
Kita akan berjuang sampai akhir.	Gham bakal bejuwang sampai ahegh.
Kami sedang memperbarui situsnya.	Sikam lagi ngepebahyui situsni.
Kami mengkhawatirkanmu.	Sikam nguwateghkonmu.
Kita sudah melakukan itu.	Gham ghadu ngelakuko heno.
Kami sudah melakukan itu.	Sikam ghadu ngelakuko heno.
Apa yang aku katakan itu benar.	Api sai nya cawako heno benogh.
Apa yang sedang kamu lakukan di sini?	Api sai lagi niku lakuko dija?
Apa harapanmu?	Api haghopanmu?
Apa yang sedang kamu lihat?	Api sai lagi niku liyak?
Loe lagi ngeliatin apaan sih?	Niku lagi ngeliyak api?
Apa warna rambutmu?	Api waghna buwokmu?
Apa yang dokter katakan?	Api sai doktegh cawako?
Kamu membicarakan tentang apa?	Niku nyawako tettang api?
Kamu mau makan apa?	Niku haga mengan api?
Apa yang ingin kamu katakan?	Api sai haga niku cawako?
Permainan apa sih itu?	Peghmayinan api sih heno?
Apa yang membuatmu datang ke sini?	Api sai ngeguwaimu ghatong mit ija?
Apa yang membuatmu mengatakan itu?	Api sai ngeguwaimu nyawako heno?
Enaknya mulai darimana ya?	Bangikni mulai jakdipa ya?
Kita harus fokus pada apa?	Gham haghus pokus pada api?
Kami harus fokus pada apa?	Sikam haghus pokus pada api?
Olahraga apa yang kau sukai?	Olahghaga api sai niku demoni?
Anda bangun pada pukul berapa?	Puskam injak pada jam pigha? 
Apa yang kita lakukan tergantung padamu.	Api sai gham lakuko tegantung padamu. 
Apa yang kalian berdua lakukan?	Api sai kuti bewa lakuko?
Apa yang Anda katakan benar.	Api sai puskam cawako benogh.
Kamu sedang menunggu apa?	Niku sedang nunggu api?
Apa yang sedang kamu tunggu?	Api sai sedang niku tunggu?
Apa itu segitiga siku-siku?	Api heno segitiga siku-siku?
Apa makan malam hari ini?	Api mengan debingi ghani sinji?
Kamu kenapa?	Niku ngapi?
